# multipoles
# s[mm] polynom_a[n=0][T/m^n] polynom_a[n=1][T/m^n] polynom_a[n=2][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=4][T/m^n] polynom_a[n=6][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=8][T/m^n] polynom_a[n=9][T/m^n] polynom_a[n=10][T/m^n] polynom_a[n=13][T/m^n] 
+2.0290000000000001e+02 -6.9895865373240985e-08 +1.5718456081663520e-03 +7.0235551835123149e-06 -1.5575179623297197e-01 -5.1293323422354695e-03 +4.4994507031245455e+01 -1.0296080833427276e+05 +5.6453440828255576e+05 +1.3970661773847580e+09 -5.7786717743034229e+09 -2.2961737734134428e+16 
+2.0300000000000000e+02 -6.9814273825960597e-08 +1.5684223502977262e-03 +5.7863930716967483e-06 -1.5523822215122299e-01 +3.6583095586284080e-02 -5.4771849274362114e+02 -1.0394433556175853e+05 +4.2789171915219324e+06 +1.4182771352089138e+09 -1.4209789979964478e+10 -2.3485046225113756e+16 
+2.0310000000000002e+02 -6.9731899642323834e-08 +1.5650084550773884e-03 +4.4826224445060825e-06 -1.5475088915544635e-01 +8.1994063568652020e-02 -1.2151345180453468e+03 -9.8205621641923688e+04 +8.5992163473157529e+06 +1.3900885183263993e+09 -2.4333895235174740e+10 -2.3548513641643152e+16 
+2.0320000000000002e+02 -6.9649083379174988e-08 +1.5616038248420746e-03 +3.1469970058322697e-06 -1.5428665326113697e-01 +1.2969188564554246e-01 -1.9336361771558161e+03 -8.6383350263317348e+04 +1.3355444203989049e+07 +1.3161648150212786e+09 -3.5714239306193428e+10 -2.3157812136407128e+16 
+2.0330000000000001e+02 -6.9566214860402288e-08 +1.5582083381672916e-03 +1.8176367677631373e-06 -1.5384106779121628e-01 +1.7806927954542925e-01 -2.6755234291518550e+03 -6.9448005862310878e+04 +1.8343696506563202e+07 +1.2024023985427592e+09 -4.7817197111258026e+10 -2.2332766793276420e+16 
+2.0340000000000001e+02 -6.9483683908903070e-08 +1.5548218736316283e-03 +5.3266116495887427e-07 -1.5340968623267701e-01 +2.2551900340518316e-01 -3.4130971333644447e+03 -4.8370013026553650e+04 +2.3360076820311908e+07 +1.0546970987730583e+09 -6.0109166716893257e+10 -2.1093194187718320e+16 
+2.0350000000000000e+02 -6.9401880343731598e-08 +1.5514443098117402e-03 -6.6981132119780105e-07 -1.5298806196989234e-01 +2.7043385534813619e-01 -4.1186587530115712e+03 -2.4119833332338792e+04 +2.8200692487871476e+07 +8.7894507979355097e+08 -7.2056554510273132e+10 -1.9458916089309304e+16 
+2.0360000000000002e+02 -6.9321193987834468e-08 +1.5480755252868367e-03 -1.7516612446067955e-06 -1.5257174851852448e-01 +3.1120659258522498e-01 -4.7645091225388578e+03 +2.3321177366081056e+03 +3.2661646826789059e+07 +6.8104209203547144e+08 -8.3125757749734955e+10 -1.7449747893548730e+16 
+2.0370000000000002e+02 -6.9242014657475116e-08 +1.5447153986337797e-03 -2.6747711938038446e-06 -1.5215629927339797e-01 +3.4623007728163402e-01 -5.3229510213756357e+03 +3.0015381769282347e+04 +3.6539058068552867e+07 +4.6688427332541525e+08 -9.2783214023252670e+10 -1.5085511019792818e+16 
+2.0380000000000001e+02 -6.9164732175865300e-08 +1.5413638084295809e-03 -3.4010215218116352e-06 -1.5173726763769046e-01 +3.7389705174789351e-01 -5.7662849432825769e+03 +5.7959504003456648e+04 +3.9629026526706882e+07 +2.4236772583081231e+08 -1.0049531160918309e+11 -1.2386026264960626e+16 
+2.0390000000000001e+02 -6.9089736360112432e-08 +1.5380206332523915e-03 -3.8922946379265904e-06 -1.5131020707202750e-01 +3.9260037128295394e-01 -6.0668135701982692e+03 +8.5194049062365608e+04 +4.1727669850479662e+07 +1.3388380676955128e+07 -1.0572848686014268e+11 -9.3711118619941100e+15 
+2.0400000000000000e+02 -6.9017417039505477e-08 +1.5346857516804525e-03 -4.1104686323484418e-06 -1.5087067104554241e-01 +4.0073264675286130e-01 -6.1968347570270689e+03 +1.1074858638766264e+05 +4.2631066913256451e+07 -2.1415788000742075e+08 -1.0794906748063332e+11 -6.0605851571494350e+15 
+2.0410000000000002e+02 -6.8948002745537076e-08 +1.5313590708251165e-03 -4.0326452943572475e-06 -1.5041523000600826e-01 +3.9731757588832367e-01 -6.1393721944744411e+03 +1.3376343238505317e+05 +4.2213136364438571e+07 -4.3437243398897129e+08 -1.0682452385981386e+11 -2.4980682685365085e+15 
+2.0420000000000002e+02 -6.8881076913018287e-08 +1.5280406119379170e-03 -3.6967873656264047e-06 -1.4994452273612743e-01 +3.8390127656254319e-01 -5.9203146886206332e+03 +1.5382204869443341e+05 +4.0658847869174995e+07 -6.4134714040962040e+08 -1.0282603171216022e+11 +1.1776204769802788e+15 
+2.0430000000000001e+02 -6.8816061683765396e-08 +1.5247304248059441e-03 -3.1560794837022978e-06 -1.4946020512682101e-01 +3.6266084753622518e-01 -5.5762747331342489e+03 +1.7061869134153094e+05 +3.8230993279988363e+07 -8.2917154995316911e+08 -9.6625859436513840e+10 +4.8038647706396060e+15 
+2.0440000000000001e+02 -6.8752379212459465e-08 +1.5214285592148556e-03 -2.4637018342022362e-06 -1.4896393299800359e-01 +3.3577313978068057e-01 -5.1438599871133374e+03 +1.8384759218166675e+05 +3.5192325966611832e+07 -9.9193499819927108e+08 -8.8896168372840012e+10 +8.2180450251103360e+15 
+2.0450000000000000e+02 -6.8689451642443199e-08 +1.5181350649517771e-03 -1.6728385429045123e-06 -1.4845736224108472e-01 +3.0541522380153474e-01 -4.6596823932853231e+03 +1.9320300720645179e+05 +3.1805633388103873e+07 -1.1237270353885822e+09 -8.0309214666210190e+10 +1.1257544926400270e+16 
+2.0460000000000002e+02 -6.8626701124364021e-08 +1.5148499918015048e-03 -8.3667117946630617e-07 -1.4794214863125058e-01 +2.7376402766774854e-01 -4.1603511181279755e+03 +1.9837915183345129e+05 +2.8333680937605031e+07 -1.2186368467406702e+09 -7.1537193165952560e+10 +1.3759742500507988e+16 
+2.0470000000000002e+02 -6.8563549807988616e-08 +1.5115733895513404e-03 -8.3815441581974952e-09 -1.4741994807090239e-01 +2.4299648903383383e-01 -3.6824754674774840e+03 +1.9907028683823359e+05 +2.5039234827179585e+07 -1.2707540282518785e+09 -6.3252300366957710e+10 +1.5562022202192664e+16 
+2.0480000000000001e+02 -6.8499419841563505e-08 +1.5083053079867088e-03 +7.5884786102381361e-07 -1.4689241636468378e-01 +2.1528959055696170e-01 -3.2626657045887955e+03 +1.9497063714760405e+05 +2.2185069350971505e+07 -1.2741678485222378e+09 -5.6126756225131813e+10 +1.6501763303817912e+16 
+2.0490000000000001e+02 -6.8433733371843202e-08 +1.5050457968954919e-03 +1.4118341436015184e-06 -1.4636120944684539e-01 +1.9282033301888077e-01 -2.9375324021599777e+03 +1.8577447526844800e+05 +2.0033961022200420e+07 -1.2229680100522144e+09 -5.0832786369263168e+10 +1.6416351924268206e+16 
+2.0500000000000000e+02 -6.8365912547514239e-08 +1.5017949060624706e-03 +1.8973950758456460e-06 -1.4582798308907630e-01 +1.7776567951571851e-01 -2.7436853824743916e+03 +1.7117601479448381e+05 +1.8848680273565810e+07 -1.1112436806622467e+09 -4.8042599259331932e+10 +1.5143165806054802e+16 
+2.0510000000000002e+02 -6.8295554894446862e-08 +1.4985526630761365e-03 +2.1785256082953927e-06 -1.4529435720304559e-01 +1.7157967110382469e-01 -2.7048966493335488e+03 +1.5118007669398721e+05 +1.8797020772233166e+07 -9.3685506827257919e+08 -4.8180756916818207e+10 +1.2598906919440820e+16 
+2.0520000000000002e+02 -6.8222959444369033e-08 +1.4953190067316039e-03 +2.2829290187317482e-06 -1.4476180782880543e-01 +1.7282465840572739e-01 -2.7935865439378949e+03 +1.2703375518060512e+05 +1.9666863937276028e+07 -7.1274512395108569e+08 -5.0681216625292953e+10 +9.0175519683728780e+15 
+2.0530000000000001e+02 -6.8148600617273992e-08 +1.4920938536263793e-03 +2.2544894246348363e-06 -1.4423177507564403e-01 +1.7933987046093236e-01 -2.9693337398503654e+03 +1.0029472558713815e+05 +2.1151083993065502e+07 -4.5562759893854868e+08 -5.4730204952726166e+10 +4.7123980911341910e+15 
+2.0540000000000001e+02 -6.8072952810937818e-08 +1.4888771203576438e-03 +2.1370833890070965e-06 -1.4370569903876307e-01 +1.8896495388347267e-01 -3.1917250319371142e+03 +7.2520659155774105e+04 +2.2942619709046192e+07 -1.8221620998996606e+08 -5.9514127897948997e+10 -3.2580584656558853e+12 
+2.0550000000000000e+02 -6.7996490442290628e-08 +1.4856687235224226e-03 +1.9745941862376457e-06 -1.4318501980275458e-01 +1.9953917755990344e-01 -3.4203397777409200e+03 +4.5269222537123431e+04 +2.4734350213731896e+07 +9.0775369734050974e+07 -6.4219224530707207e+10 -4.8161205505190060e+15 
+2.0560000000000002e+02 -6.7919687925329263e-08 +1.4824685797179789e-03 +1.8109038813192765e-06 -1.4267117746635744e-01 +2.0890188440933605e-01 -3.6147588716399105e+03 +2.0098088109099193e+04 +2.6219167419364411e+07 +3.4663341332844496e+08 -6.8031770675940125e+10 -9.4128925729317200e+15 
+2.0570000000000002e+02 -6.7843019669677850e-08 +1.4792766055410993e-03 +1.6898931689268439e-06 -1.4216561210277545e-01 +2.1489248980743772e-01 -3.7345645768915042e+03 -1.4350812758543964e+03 +2.7089973893749308e+07 +5.6864428134172022e+08 -7.0138071318307465e+10 -1.3480278708759464e+16 
+2.0580000000000001e+02 -6.7766960078592112e-08 +1.4760927175893445e-03 +1.6554405824046292e-06 -1.4166976382380192e-01 +2.1535052708869937e-01 -3.7393414221791468e+03 -1.7772609441752251e+04 +2.7039690012566824e+07 +7.4009421491083920e+08 -6.9724480488067078e+10 -1.6704981699112774e+16 
+2.0590000000000001e+02 -6.7691983574912733e-08 +1.4729168324598557e-03 +1.7514311980380495e-06 -1.4118507272242689e-01 +2.0811517292424880e-01 -3.5886670730743422e+03 -2.7356825950277453e+04 +2.5761182058482558e+07 +8.4426950460308409e+08 -6.5977202835797211e+10 -1.8773705006033144e+16 
+2.0600000000000000e+02 -6.7618564557818006e-08 +1.4697488667497760e-03 +2.0217421779725908e-06 -1.4071297888903755e-01 +1.9102603680476424e-01 -3.2421275490287630e+03 -2.8630062155059095e+04 +2.2947382327610601e+07 +8.6445645926295877e+08 -5.8082625706374519e+10 -1.9373152418024452e+16 
+2.0610000000000002e+02 -6.7547056041212528e-08 +1.4665887594769204e-03 +2.4959105867181156e-06 -1.4025440928683389e-01 +1.6271012840655405e-01 -2.6746511168133866e+03 -2.0582935793939279e+04 +1.8410121911994062e+07 +7.8970791534954941e+08 -4.5545645039167122e+10 -1.8295109126739272e+16 
+2.0620000000000002e+02 -6.7477325405410513e-08 +1.4634365393424969e-03 +3.1460817241639771e-06 -1.3980823839409656e-01 +1.2494579069859470e-01 -1.9225687029260152e+03 -4.3992054252138369e+03 +1.2437094515993575e+07 +6.3214278626488328e+08 -2.9145934180499653e+10 -1.5751685597163040e+16 
+2.0630000000000001e+02 -6.7409118624847188e-08 +1.4602922574698204e-03 +3.9300538357758494e-06 -1.3937282763092793e-01 +8.0299150267735195e-02 -1.0375609242500691e+03 +1.8189106773894087e+04 +5.4349517091260338e+06 +4.0964631223384249e+08 -9.9818390903973694e+09 -1.2060070673190712e+16 
+2.0640000000000001e+02 -6.7342181677656232e-08 +1.4571559649798795e-03 +4.8056263840782915e-06 -1.3894653830111889e-01 +3.1336266820004365e-02 -7.1307098305162754e+01 +4.5449938672655844e+04 -2.1896652675492181e+06 +1.4010409007309613e+08 +1.0848322997104034e+10 -7.5374586563719780e+15 
+2.0650000000000000e+02 -6.7276260539314325e-08 +1.4540277129960128e-03 +5.7305979801510494e-06 -1.3852773182738942e-01 -1.9376753398587566e-02 +9.2451255282494230e+02 +7.5651269579132000e+04 -1.0030107967550199e+07 -1.5859865481740105e+08 +3.2246214757701645e+10 -2.5010381314308665e+15 
+2.0660000000000002e+02 -6.7211101189547247e-08 +1.4509075526393596e-03 +6.6627687337689517e-06 -1.3811476951948140e-01 -6.9273889651208426e-02 +1.8982195101249367e+03 +1.0706103873760067e+05 -1.7679741723625276e+07 -4.6857633601419383e+08 +5.3113537700640617e+10 +2.7319967192364520e+15 
+2.0670000000000002e+02 -6.7146449596770815e-08 +1.4477955350327635e-03 +7.5599347642687972e-06 -1.3770601277681965e-01 -1.1578889546550941e-01 +2.7981307955561410e+03 +1.3794721806733139e+05 -2.4731896037892751e+07 -7.7194366397587287e+08 +7.2351892916028625e+10 +7.8444563693857970e+15 
+2.0680000000000001e+02 -6.7082051746812755e-08 +1.4446917112984662e-03 +8.3798981896061284e-06 -1.3729982296355228e-01 -1.5635585832161450e-01 +3.5725699544269137e+03 +1.6657776532184586e+05 -3.0779952404866621e+07 -1.0508152170248702e+09 +8.8863026310086609e+10 +1.2519149148070110e+16 
+2.0690000000000001e+02 -6.7017653612590808e-08 +1.4415961325588565e-03 +9.0804568234793786e-06 -1.3689456145616502e-01 -1.8840863131812954e-01 +4.1698560241816340e+03 +1.9122064429281023e+05 -3.5417256797655538e+07 -1.2873056322262681e+09 +1.0154858570518996e+11 +1.6438884386111776e+16 
+2.0700000000000000e+02 -6.6953001166743459e-08 +1.4385088499362256e-03 +9.6194082270230377e-06 -1.3648858962246785e-01 -2.0938104765084867e-01 +4.5383075744620483e+03 +2.1014381451872975e+05 -3.8237151002651975e+07 -1.4635295053706367e+09 +1.0931020629762144e+11 +1.9286470713476700e+16 
+2.0710000000000002e+02 -6.6887881832102074e-08 +1.4354298850574243e-03 +9.9660654588213984e-06 -1.3608040355342194e-01 -2.1747180866786686e-01 +4.6418029157253268e+03 +2.2203962704261430e+05 -3.8954901767365754e+07 -1.5661812341941338e+09 +1.1137567669624124e+11 +2.0828827311314972e+16 
+2.0720000000000002e+02 -6.6822248790072762e-08 +1.4323591415709206e-03 +1.0135788732437947e-05 -1.3566903838864566e-01 -2.1393824935824712e-01 +4.5064427432458115e+03 +2.2729804849259750e+05 -3.7773342394712754e+07 -1.6002748561305604e+09 +1.0827702539143248e+11 +2.1169321954864772e+16 
+2.0730000000000001e+02 -6.6756096666516697e-08 +1.4292964936290010e-03 +1.0155451757135391e-05 -1.3525366395344682e-01 -2.0080246057163845e-01 +4.1738852888522861e+03 +2.2673342399772341e+05 -3.5017213521463960e+07 -1.5754040943559122e+09 +1.0087238507163033e+11 +2.0495431192469944e+16 
+2.0740000000000001e+02 -6.6689420080210563e-08 +1.4262418153855533e-03 +1.0051925808388617e-05 -1.3483345015223916e-01 -1.8008639772930807e-01 +3.6857861380084887e+03 +2.2116012558862992e+05 -3.1011234678027812e+07 -1.5011629112943137e+09 +9.0019829591209274e+10 +1.8994635213099668e+16 
+2.0750000000000000e+02 -6.6622213658964718e-08 +1.4231949809931702e-03 +9.8520852530678446e-06 -1.3440756682610655e-01 -1.5381218780512301e-01 +3.0838042234332770e+03 +2.1139250400762548e+05 -2.6080152067700181e+07 -1.3871450807124710e+09 +7.6577507113888565e+10 +1.6854411349121946e+16 
+2.0760000000000002e+02 -6.6554472022674311e-08 +1.4201558646049076e-03 +9.5828016691426353e-06 -1.3397518383735185e-01 -1.2400179955596717e-01 +2.4095953402742111e+03 +1.9824491666621601e+05 -2.0548686584463514e+07 -1.2429444342210219e+09 +6.1403494624542305e+10 +1.4262237781197088e+16 
+2.0770000000000002e+02 -6.6486189798087520e-08 +1.4171243403734918e-03 +9.2709491437195770e-06 -1.3353547103114563e-01 -9.2677347804148449e-02 +1.7048182309065626e+03 +1.8253171473495112e+05 -1.4741583189630996e+07 -1.0781547466211951e+09 +4.5355937410613129e+10 +1.1405591796665986e+16 
+2.0780000000000001e+02 -6.6417361608317587e-08 +1.4141002824524529e-03 +8.9434004594447836e-06 -1.3308759829600117e-01 -6.1860871690504048e-02 +1.0111301101801263e+03 +1.6506726553568660e+05 -8.9835743552036602e+06 -9.0236994057875276e+08 +2.9292945265408710e+10 +8.4719530274497740e+15 
+2.0790000000000001e+02 -6.6347982078403891e-08 +1.4110835649946505e-03 +8.6270289242758185e-06 -1.3263073548555171e-01 -3.3574436038744090e-02 +3.7018865464616414e+02 +1.4666592382433359e+05 -3.5993960275065689e+06 -7.2518382473752725e+08 +1.4072637262207745e+10 +5.6487993172401960e+15 
+2.0800000000000000e+02 -6.6278045825212119e-08 +1.4080740621529859e-03 +8.3487051768662415e-06 -1.3216405245216178e-01 -9.8399610373483409e-03 -1.7635123734761166e+02 +1.2814204272202178e+05 +1.0862377376346879e+06 -5.5619018993386257e+08 +5.5307200596986735e+08 +3.1236081694315265e+15 
+2.0810000000000002e+02 -6.6207559896866114e-08 +1.4050716829085664e-03 +8.1302596435638903e-06 -1.3168740402509715e-01 +7.7209718384566497e-03 -5.9476962301131118e+02 +1.1022961994294189e+05 +4.8070400240576612e+06 -4.0349692945514023e+08 -1.0551468216004215e+10 +1.0464460969815500e+15 
+2.0820000000000002e+02 -6.6136580968119553e-08 +1.4020764755568256e-03 +7.9733278037335421e-06 -1.3120338498462100e-01 +1.9090045666259204e-02 -8.8312386090096868e+02 +9.3341234877901865e+04 +7.5307322926056487e+06 -2.6926834333578265e+08 -1.9102643937641258e+10 -5.8226510178438175e+14 
+2.0830000000000001e+02 -6.6065178143828696e-08 +1.3990885232204634e-03 +7.8745047131227353e-06 -1.3071527503557059e-01 +2.4649288180054477e-02 -1.0474063077395788e+03 +7.7809091364988446e+04 +9.2834630727859493e+06 -1.5418264788517398e+08 -2.5105890967549477e+10 -1.7995176095777738e+15 
+2.0840000000000001e+02 -6.5993420523514578e-08 +1.3961079090233609e-03 +7.8303834876049979e-06 -1.3022635394337978e-01 +2.4780838379102797e-02 -1.0936115345519768e+03 +6.3965414882925797e+04 +1.0091398769799730e+07 -5.8918255314786077e+07 -2.8566695370867283e+10 -2.6423005461780080e+15 
+2.0850000000000000e+02 -6.5921377201924743e-08 +1.3931347160870732e-03 +7.8375555799516492e-06 -1.2973990135486177e-01 +1.9866928934126414e-02 -1.0277359595988707e+03 +5.2142389007940714e+04 +9.9807206238517445e+06 +1.5846799880955013e+07 -2.9490584786048203e+10 -3.1476088982382690e+15 
+2.0860000000000002e+02 -6.5849117277062582e-08 +1.3901690275364335e-03 +7.8926136489014904e-06 -1.2925919708272329e-01 +1.0289722225471143e-02 -8.5577458567840438e+02 +4.2672255328765139e+04 +8.9775983478219304e+06 +6.9433962136975318e+07 -2.7883054225896191e+10 -3.3524296021574565e+15 
+2.0870000000000002e+02 -6.5776709852982663e-08 +1.3872109264939623e-03 +7.9921522876196272e-06 -1.2878752082322750e-01 -3.5687219619044896e-03 -5.8372047700875873e+02 +3.5887215023422585e+04 +7.1081865695320312e+06 +1.0116503786088333e+08 -2.3749557434762390e+10 -3.2937551632816980e+15 
+2.0880000000000001e+02 -6.5704224022979007e-08 +1.3842604960825659e-03 +8.1327625937943861e-06 -1.2832815229184508e-01 -2.1326156293608539e-02 -2.1757027054651195e+02 +3.2119475751727932e+04 +4.3986678837000849e+06 +1.1036177603498174e+08 -1.7095625011453020e+10 -3.0085772185634445e+15 
+2.0890000000000001e+02 -6.5631728888907802e-08 +1.3813178194257980e-03 +8.3110384374898266e-06 -1.2788437123610594e-01 -4.2600481750614351e-02 +2.3668221496762862e+02 +3.1701256088587361e+04 +8.7520287090127822e+05 +9.6345828564642355e+07 -7.9267271646865282e+09 -2.5338859277013080e+15 
+2.0900000000000000e+02 -6.5559293547391908e-08 +1.3783829796465894e-03 +8.5235719746411559e-06 -1.2745945737237321e-01 -6.7009507046109848e-02 +7.7304140076607030e+02 +3.4964764163349173e+04 -3.4360341035427377e+06 +5.8438939274660192e+07 +3.7516280091969504e+09 -1.9066728220751775e+15 
+2.0910000000000002e+02 -6.5486971904298565e-08 +1.3754560290835435e-03 +8.7639329190655338e-06 -1.2705550804945787e-01 -9.3965226596729817e-02 +1.3804405065633619e+03 +4.2056167836397603e+04 -8.4605828925047126e+06 -3.1271865504006031e+06 +1.7779307023077518e+10 -1.1610043607446775e+15 
+2.0920000000000002e+02 -6.5414757116659015e-08 +1.3725368969347423e-03 +9.0136064736992245e-06 -1.2666989096651424e-01 -1.2205668305847327e-01 +2.0275340834273618e+03 +5.2377407696234033e+04 -1.3930890137059461e+07 -8.4480399011826441e+07 +3.3377815976906025e+10 -3.1925599365507681e+14 
+2.0930000000000001e+02 -6.5342627125143918e-08 +1.3696254816129867e-03 +9.2510465100706599e-06 -1.2629879140760475e-01 -1.4966660718502098e-01 +2.6778957203104405e+03 +6.5144368041369220e+04 -1.9531038648842014e+07 -1.8083844516612706e+08 +4.9613817623213860e+10 +5.9911977109193250e+14 
+2.0940000000000001e+02 -6.5270559892655920e-08 +1.3667216815314159e-03 +9.4547147162421708e-06 -1.2593839467291473e-01 -1.7517817106808836e-01 +3.2951077151023551e+03 +7.9572938177557153e+04 -2.4945181182201482e+07 -2.8741911494124460e+08 +6.5554170681437653e+10 +1.5746710389759082e+15 
+2.0950000000000000e+02 -6.5198533377595165e-08 +1.3638253951037791e-03 +9.6030710733254673e-06 -1.2558488609361698e-01 -1.9697444581285217e-01 +3.8427503111333608e+03 +9.4879018788294386e+04 -2.9857453635863386e+07 -3.9944030263824308e+08 +8.0265685902075928e+10 +2.5879475818112505e+15 
+2.0960000000000002e+02 -6.5126525527115494e-08 +1.3609365207425256e-03 +9.6745717833192521e-06 -1.2523445093398741e-01 -2.1343829587998339e-01 +4.2843997657607551e+03 +1.1027848644584745e+05 -3.3951960429485396e+07 -5.1211968373278356e+08 +9.2815086959273239e+10 +3.6194957397276320e+15 
+2.0970000000000002e+02 -6.5054514300616407e-08 +1.3580549568620009e-03 +9.6476772378809341e-06 -1.2488327455688582e-01 -2.2295281738503511e-01 +4.5836368375583388e+03 +1.2498725321838135e+05 -3.6912841714202233e+07 -6.2067525512576783e+08 +1.0226919674186076e+11 +4.6498668714624120e+15 
+2.0980000000000001e+02 -6.4982477656706870e-08 +1.3551806018740334e-03 +9.5008475629911489e-06 -1.2452754219535933e-01 -2.2390109243627562e-01 +4.7040420267079880e+03 +1.3822118484580948e+05 -3.8424235687189460e+07 -7.2032459520709682e+08 +1.0769483294383305e+11 +5.6596058211440400e+15 
+2.0990000000000001e+02 -6.4910393548577857e-08 +1.3523133541929132e-03 +9.2125410424174999e-06 -1.2416343920864235e-01 -2.1466610102815586e-01 +4.6091938397027316e+03 +1.4919619184629820e+05 -3.8170264640660927e+07 -8.0628568638358331e+08 +1.0815876889529912e+11 +6.6292637141612620e+15 
+2.1000000000000000e+02 -6.4838239929756059e-08 +1.3494531122314568e-03 +8.7612160187145718e-06 -1.2378715087946471e-01 -1.9363082458192779e-01 +4.2626707889858471e+03 +1.5712815726113561e+05 -3.5835050798831053e+07 -8.7377626220611453e+08 +1.0272777751136963e+11 +7.5393877857213450e+15 
+2.1010000000000002e+02 -6.4766009121432753e-08 +1.3465997948087329e-03 +8.1374437812540782e-06 -1.2339595438339038e-01 -1.6000366589876183e-01 +3.6454929595517610e+03 +1.6147348903521540e+05 -3.1247244402560983e+07 -9.1951922586106253e+08 +9.0880353829972931e+10 +8.3774808504848340e+15 
+2.1020000000000002e+02 -6.4693750910417538e-08 +1.3437534023702136e-03 +7.3802452768577737e-06 -1.2299149453062805e-01 -1.1629458079227477e-01 +2.8084439563097462e+03 +1.6265071398623500e+05 -2.4813584641154680e+07 -9.4625832322665715e+08 +7.3741814816742233e+10 +9.1588703746824040e+15 
+2.1030000000000001e+02 -6.4621529439207660e-08 +1.3409139557669072e-03 +6.5407503332419451e-06 -1.2257650798384079e-01 -6.5838722037891970e-02 +1.8197445974680006e+03 +1.6131886831668895e+05 -1.7085304111541182e+07 -9.5824232680697572e+08 +5.2849103436290909e+10 +9.9058371188808340e+15 
+2.1040000000000001e+02 -6.4549408859232341e-08 +1.3380814758492672e-03 +5.6700917090367058e-06 -1.2215373138085513e-01 -1.1971400169473812e-02 +7.4761870980266247e+02 +1.5813698064872928e+05 -8.6136589659052137e+06 -9.5971994389698374e+08 +2.9739227369638657e+10 +1.0640660896274516e+16 
+2.1050000000000000e+02 -6.4477453320941198e-08 +1.3352559834693813e-03 +4.8194020428789910e-06 -1.2172590144111216e-01 +4.1972072971622434e-02 -3.3970974492240117e+02 +1.5376410760333185e+05 +5.0092925030257335e+04 -9.5494013146617270e+08 +5.9492004522882013e+09 +1.1385625334690726e+16 
+2.1060000000000002e+02 -6.4405726971667691e-08 +1.3324374994778986e-03 +4.0398125625010101e-06 -1.2129575480969200e-01 +9.2656475770633767e-02 -1.3740187247454830e+03 +1.4885927957534764e+05 +8.3547099082118571e+06 -9.4815161103652179e+08 -1.6984010593643866e+10 +1.2163010435292862e+16 
+2.1070000000000002e+02 -6.4334293960394599e-08 +1.3296260447256741e-03 +3.3824554426723559e-06 -1.2086602814337366e-01 +1.3674652136470472e-01 -2.2870847477766056e+03 +1.4408153116318944e+05 +1.5748937902140373e+07 -9.4360314145479262e+08 -3.7523402427708092e+10 +1.2995096758320990e+16 
+2.1080000000000001e+02 -6.4263218431283813e-08 +1.3268216400641364e-03 +2.8984609268329809e-06 -1.2043945812889720e-01 +1.7090703891834719e-01 -3.0106867083109255e+03 +1.4008990798898533e+05 +2.1681542387353852e+07 -9.4554358250643182e+08 -5.4132027495891151e+10 +1.3904166469091286e+16 
+2.1090000000000001e+02 -6.4192564537537899e-08 +1.3240243063444466e-03 +2.6389624494329775e-06 -1.2001878143724880e-01 +1.9180267787932864e-01 -3.4765999654431239e+03 +1.3754344935275914e+05 +2.5601260533966877e+07 -9.5822173497141409e+08 -6.5272859117504395e+10 +1.4912500774436304e+16 
+2.1100000000000000e+02 -6.4122396428562690e-08 +1.3212340644174567e-03 +2.6550922098316849e-06 -1.1960673472586758e-01 +1.9609815372015055e-01 -3.6166011296138204e+03 +1.3710119047728993e+05 +2.6956839256026898e+07 -9.8588636460337663e+08 -6.9408897255877701e+10 +1.6042380371427554e+16 
+2.1110000000000002e+02 -6.4052738836916436e-08 +1.3184509244358994e-03 +2.9770479797499741e-06 -1.1920524163355894e-01 +1.8171666539050749e-01 -3.3873573065077471e+03 +1.3915932278025406e+05 +2.5394513009160783e+07 -1.0306884060468156e+09 -6.5547530815323830e+10 +1.7291295723929504e+16 
+2.1120000000000002e+02 -6.3983458845007101e-08 +1.3156748537563434e-03 +3.5512959860779535e-06 -1.1881297354496263e-01 +1.5161499432678172e-01 -2.8450906050200015e+03 +1.4306260247299020e+05 +2.1350410117179275e+07 -1.0863869389745078e+09 -5.4873546152368462e+10 +1.8557568349724792e+16 
+2.1130000000000001e+02 -6.3914384133011373e-08 +1.3129058090366251e-03 +4.3033731691697172e-06 -1.1842778879488362e-01 +1.1000811536859267e-01 -2.0709079083506977e+03 +1.4789293071978891e+05 +1.5458100514726173e+07 -1.1446431096771686e+09 -3.9115989897373886e+10 +1.9714727921013708e+16 
+2.1140000000000001e+02 -6.3845342365190510e-08 +1.3101437469348455e-03 +5.1588110592173224e-06 -1.1804754573259341e-01 +6.1111301733586379e-02 -1.1459218905761659e+03 +1.5273221415435240e+05 +8.3512000782764731e+06 -1.1971181147426958e+09 -2.0004036207190731e+10 +2.0636304912983468e+16 
+2.1150000000000000e+02 -6.3776161216876212e-08 +1.3073886241092719e-03 +6.0431448432679114e-06 -1.1767010271726980e-01 +9.1396287077654195e-03 -1.5124143440800290e+02 +1.5666236352108035e+05 +6.6329489474204951e+05 -1.2354731894898312e+09 +7.3322284358182442e+08 +2.1195830437860464e+16 
